"FACILITY_ID","Date","EncounterCount","WeekDayName","IsHoliday","MonthName"
"2","2017-10-13","67","Friday","False","October"
"2","2017-10-14","53","Saturday","False","October"
"2","2017-10-15","50","Sunday","False","October"
"2","2017-10-16","60","Monday","False","October"
"2","2017-10-17","63","Tuesday","False","October"
"2","2017-10-18","56","Wednesday","False","October"
"2","2017-10-19","52","Thursday","False","October"
"2","2017-10-20","57","Friday","False","October"
"2","2017-10-21","51","Saturday","False","October"
"2","2017-10-22","52","Sunday","False","October"
"2","2017-10-23","59","Monday","False","October"
"2","2017-10-24","62","Tuesday","False","October"
"2","2017-10-25","58","Wednesday","False","October"
"2","2017-10-26","55","Thursday","False","October"
"2","2017-10-27","59","Friday","False","October"
"2","2017-10-28","58","Saturday","False","October"
"2","2017-10-29","53","Sunday","False","October"
"2","2017-10-30","62","Monday","False","October"
"2","2017-10-31","58","Tuesday","False","October"
"2","2017-11-01","68","Wednesday","False","November"
"2","2017-11-02","62","Thursday","False","November"
"2","2017-11-03","57","Friday","False","November"
"2","2017-11-04","64","Saturday","False","November"
"2","2017-11-05","65","Sunday","False","November"
"2","2017-11-06","67","Monday","False","November"
"2","2017-11-07","71","Tuesday","False","November"
"2","2017-11-08","65","Wednesday","False","November"
"2","2017-11-09","64","Thursday","False","November"
"2","2017-11-10","59","Friday","False","November"
"2","2017-11-11","48","Saturday","True","November"
"2","2017-11-12","58","Sunday","False","November"
"2","2017-11-13","61","Monday","False","November"
"2","2017-11-14","61","Tuesday","False","November"
"2","2017-11-15","67","Wednesday","False","November"
"2","2017-11-16","64","Thursday","False","November"
"2","2017-11-17","67","Friday","False","November"
"2","2017-11-18","75","Saturday","False","November"
"2","2017-11-19","67","Sunday","False","November"
"2","2017-11-20","75","Monday","False","November"
"2","2017-11-21","75","Tuesday","False","November"
"2","2017-11-22","64","Wednesday","False","November"
"2","2017-11-23","69","Thursday","True","November"
"2","2017-11-24","65","Friday","True","November"
"2","2017-11-25","69","Saturday","False","November"
"2","2017-11-26","68","Sunday","False","November"
"2","2017-11-27","63","Monday","False","November"
"2","2017-11-28","80","Tuesday","False","November"
"2","2017-11-29","70","Wednesday","False","November"
"2","2017-11-30","77","Thursday","False","November"
"2","2017-12-01","86","Friday","False","December"
"2","2017-12-02","71","Saturday","False","December"
"2","2017-12-03","66","Sunday","False","December"
"2","2017-12-04","69","Monday","False","December"
"2","2017-12-05","67","Tuesday","False","December"
"2","2017-12-06","72","Wednesday","False","December"
"2","2017-12-07","64","Thursday","False","December"
"2","2017-12-08","71","Friday","False","December"
"2","2017-12-09","62","Saturday","False","December"
"2","2017-12-10","63","Sunday","False","December"
"2","2017-12-11","77","Monday","False","December"
"2","2017-12-12","75","Tuesday","False","December"
"2","2017-12-13","78","Wednesday","False","December"
"2","2017-12-14","69","Thursday","False","December"
"2","2017-12-15","78","Friday","False","December"
"2","2017-12-16","58","Saturday","False","December"
"2","2017-12-17","68","Sunday","False","December"
"2","2017-12-18","75","Monday","False","December"
"2","2017-12-19","73","Tuesday","False","December"
"2","2017-12-20","71","Wednesday","False","December"
"2","2017-12-21","84","Thursday","False","December"
"2","2017-12-22","76","Friday","False","December"
"2","2017-12-23","72","Saturday","False","December"
"2","2017-12-24","67","Sunday","False","December"
"2","2017-12-25","71","Monday","True","December"
"2","2017-12-26","79","Tuesday","False","December"
"2","2017-12-27","75","Wednesday","False","December"
"2","2017-12-28","77","Thursday","False","December"
"2","2017-12-29","81","Friday","False","December"
"2","2017-12-30","80","Saturday","False","December"
"2","2017-12-31","85","Sunday","False","December"
"2","2018-01-01","81","Monday","True","January"
"2","2018-01-02","87","Tuesday","False","January"
"2","2018-01-03","81","Wednesday","False","January"
"2","2018-01-04","79","Thursday","False","January"
"2","2018-01-05","75","Friday","False","January"
"2","2018-01-06","85","Saturday","False","January"
"2","2018-01-07","83","Sunday","False","January"
"2","2018-01-08","81","Monday","False","January"
"2","2018-01-09","73","Tuesday","False","January"
"2","2018-01-10","76","Wednesday","False","January"
"2","2018-01-11","78","Thursday","False","January"
"2","2018-01-12","77","Friday","False","January"
"2","2018-01-13","73","Saturday","False","January"
"2","2018-01-14","73","Sunday","False","January"
"2","2018-01-15","84","Monday","True","January"
